@relation aux
@attribute year {'98'}
@attribute gq {'HH_in_1970_definition_but_sampled_as_larger_unit','Institution','Other_group_quarters'}
@attribute gqtypeg {'College_dormitory','Correctional_institutions','Mental_institutions','Military','NA_(household)','Other_institutions','Other_non-instit_GQ_and_unknown','Rooming_house'}
@attribute farm {'Farm','Non-Farm'}
@attribute ownershg {'Owned_or_being_bought_(loan)','Rented'}
@attribute value numeric
@attribute rent numeric
@attribute ftotinc numeric
@attribute nfams {'1','2','3','4','5','6','7','8'}
@attribute ncouples {'0','1','2','3'}
@attribute nmothers {'0','1','2','3'}
@attribute nfathers {'0','1','2','3'}
@attribute momloc {'0','1','2','3','4','5','6','7','8','9','10'}
@attribute stepmom {'0','1','2','4','7'}
@attribute momrule {'0','1','2','3','5','6','7'}
@attribute poploc {'0','1','2','3','4','5','6','7','8','9'}
@attribute steppop {'0','1','2'}
@attribute poprule {'0','1','2','3','7'}
@attribute sploc {'0','1','2','3','4','5','6','7','8','10'}
@attribute sprule {'0','1','2','3','4','5'}
@attribute famsize {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','21'}
@attribute nchild {'0','1','2','3','4','5','6','7','8','9'}
@attribute nchlt5 {'0','1','2','3'}
@attribute famunit {'1','2','3','4','5','7'}
@attribute eldch numeric
@attribute yngch numeric
@attribute nsibs {'0','1','2','3','4','5','6','7','8','9'}
@attribute relateg {'Child','Child-in-law','Grandchild','Head_Householder','Institutional_inmates','Other_non-relatives','Other_relatives','Parent','Parent-in-Law','Partner_friend_visitor','Sibling','Sibling-in-Law','Spouse'}
@attribute age numeric
@attribute sex {'Female','Male'}
@attribute raceg {'American_Indian','Black_Negro','Chinese','Japanese','Other_Asian_or_Pacific','Other_race_nec','White'}
@attribute marst {'Divorced','Married_spouse_absent','Married_spouse_present','Never_married_single','Separated','Widowed'}
@attribute chborn {'10_children','11','12_(12+_1960-1990)','1_child','2__children','3','4','5','6','7','8','9','No_children'}
@attribute school {'No_not_in_school','Yes_in_school'}
@attribute educrec {'1_to_3_years_of_college','4+_years_of_college','Grade_1-4','Grade_10','Grade_11','Grade_12','Grade_5-8','Grade_9','None_or_preschool'}
@attribute schltype {'Church-related_(1980)','Other_private_1980','Public_school'}
@attribute empstatg {'Employed','Not_in_labor_force','Unemployed'}
@attribute labforce {'No_not_in_labor_force','Yes_in_labor_force'}
@attribute occscore numeric
@attribute sei numeric
@attribute classwkg {'Self-employed','Works_for_wages_salary'}
@attribute wkswork2 {'1-13_weeks','14-26_weeks','27-39_weeks','40-47_weeks','48-49_weeks','50-52_weeks'}
@attribute hrswork2 {'1-14_hours','15-29_hours','30-34_hours','35-39_hours','40_hours','41-48_hours','49-59_hours','60+_hours'}
@attribute workedyr {'No','Yes'}
@attribute inctot numeric
@attribute incwage numeric
@attribute incbus numeric
@attribute incfarm numeric
@attribute incss numeric
@attribute incwelfr numeric
@attribute incother numeric
@attribute poverty numeric
@attribute migrat5g {'Abroad','Different_state','Same_house','Same_state_countydifferent_house','Same_state_different_county'}
@attribute movedin {'0','1','2','5','6','7','8'}
@attribute vetstat {'No_Service','Yes'}
@attribute class {'1','2'}
@data
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',999999,0,42065,'1','0','0','0','0','0','0','0','0','0','0','0','2','0','0','1',99,99,'1','Head_Householder',50,'Male','White','Divorced','No_children','Yes_in_school','Grade_5-8','Public_school','Unemployed','Yes_in_labor_force',20,8,'Works_for_wages_salary','40-47_weeks','40_hours','Yes',16860,15605,0,0,0,0,0,501,'Same_house','6','Yes','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,287,11630,'1','2','1','1','4','0','3','3','0','3','0','0','7','0','0','1',99,99,'2','Other_relatives',3,'Male','White','Never_married_single','No_children','No_not_in_school','None_or_preschool','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,100,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,18205,'1','1','1','1','2','0','1','1','0','1','0','0','5','0','0','1',99,99,'2','Child',11,'Male','Japanese','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,209,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,212,11300,'1','1','1','1','0','0','0','0','0','0','1','1','3','1','0','1',12,12,'0','Spouse',50,'Female','White','Married_spouse_present','1_child','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',27,64,'Works_for_wages_salary','40-47_weeks','49-59_hours','Yes',7205,7205,0,0,0,0,0,192,'Same_house','0','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',137500,0,48010,'1','1','1','1','2','0','1','1','0','1','0','0','5','0','0','1',99,99,'2','Child',15,'Female','White','Never_married_single','No_children','Yes_in_school','Grade_9','Church-related_(1980)','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',0,999999,999999,999999,0,0,0,501,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',85000,0,19400,'1','1','2','1','0','0','0','0','0','0','2','1','4','1','1','1',2,2,'0','Head_Householder',60,'Male','White','Married_spouse_present','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',37,49,'Works_for_wages_salary','40-47_weeks','40_hours','Yes',11570,8885,0,0,0,0,2685,254,'Same_house','2','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,18005,'1','0','1','0','0','0','0','0','0','0','0','0','2','1','0','1',11,11,'0','Head_Householder',31,'Female','White','Divorced','1_child','Yes_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',40,77,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',18005,18005,0,0,0,0,0,358,'Same_state_countydifferent_house','2','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',95000,0,35420,'1','1','1','1','2','0','1','1','0','1','0','0','5','0','0','1',99,99,'2','Child',14,'Male','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Church-related_(1980)','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,407,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,7620,'2','0','1','0','0','0','0','0','0','0','0','0','3','2','0','1',11,8,'0','Head_Householder',35,'Female','White','Divorced','2__children','No_not_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',25,44,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',7620,7415,0,0,0,0,0,130,'Same_state_different_county','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',67500,0,15740,'1','1','2','1','3','0','2','0','0','0','0','0','7','0','0','1',99,99,'3','Grandchild',12,'Male','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,139,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,33395,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',12,'Male','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,451,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,262,12505,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',29,'Female','White','Divorced','No_children','No_not_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',41,68,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',12505,12505,0,0,0,0,0,330,'Same_house','2','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,3175,'1','1','0','0','0','0','0','0','0','0','2','1','2','0','0','1',99,99,'0','Head_Householder',87,'Male','White','Married_spouse_present','No_children','No_not_in_school','Grade_12','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,72,'Same_house','2','Yes','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,1,18205,'2','0','0','1','0','0','0','1','0','1','0','0','2','0','0','1',99,99,'0','Child',13,'Female','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Church-related_(1980)','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,362,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,212,10160,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',62,'Female','White','Divorced','1_child','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',22,51,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',10160,10005,0,0,0,0,0,268,'Same_house','5','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,155,3840,'1','0','1','0','0','0','0','0','0','0','0','0','3','0','0','1',99,99,'1','Sibling',1,'Female','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,65,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,53330,'1','1','1','1','2','0','1','1','0','1','0','0','7','0','0','1',99,99,'4','Child',16,'Female','White','Never_married_single','No_children','Yes_in_school','Grade_10','Public_school','Unemployed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,441,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,375,6510,'1','0','1','0','0','0','0','0','0','0','0','0','2','1','0','1',18,18,'0','Head_Householder',39,'Female','White','Divorced','4','No_not_in_school','Grade_11','Public_school','Employed','Yes_in_labor_force',11,16,'Works_for_wages_salary','50-52_weeks','30-34_hours','Yes',4505,4505,0,0,0,0,0,133,'Same_house','1','No_Service','1'
'98','Other_group_quarters','Rooming_house','Non-Farm','Owned_or_being_bought_(loan)',999999,0,999999,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Other_non-relatives',90,'Female','White','Widowed','No_children','No_not_in_school','Grade_5-8','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',4355,0,0,0,0,4355,0,0,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',23750,0,17985,'1','1','1','0','3','1','1','0','0','0','1','1','3','0','0','1',99,99,'0','Spouse',60,'Female','White','Married_spouse_present','No_children','No_not_in_school','Grade_12','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,315,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',2e+05,0,54245,'1','1','1','1','2','0','1','1','0','1','0','0','4','0','0','1',99,99,'1','Child',13,'Female','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Other_private_1980','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,501,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,24165,'1','1','0','0','0','0','0','0','0','0','2','1','2','0','0','1',99,99,'0','Head_Householder',24,'Male','Japanese','Married_spouse_present','No_children','No_not_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',15,26,'Works_for_wages_salary','50-52_weeks','60+_hours','Yes',16160,16005,0,0,0,0,0,495,'Abroad','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',137500,0,46485,'1','1','1','1','2','0','1','1','0','1','0','0','3','0','0','1',99,99,'0','Child',0,'Female','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,501,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',95000,0,37850,'1','1','0','0','0','0','0','0','0','0','1','1','2','0','0','1',99,99,'0','Spouse',40,'Female','Other_race_nec','Married_spouse_present','No_children','No_not_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',24,44,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',14805,14805,0,0,0,0,0,501,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,85,4810,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',72,'Female','Black_Negro','Widowed','12_(12+_1960-1990)','No_not_in_school','Grade_1-4','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',4810,0,0,0,4445,0,0,137,'Same_house','6','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,26305,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',26,'Male','White','Never_married_single','No_children','No_not_in_school','4+_years_of_college','Public_school','Employed','Yes_in_labor_force',35,68,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',26305,26305,0,0,0,0,0,501,'Different_state','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,450,9660,'4','1','1','1','0','0','0','0','0','0','2','1','4','1','1','1',1,1,'1','Head_Householder',29,'Male','Chinese','Married_spouse_present','No_children','Yes_in_school','1_to_3_years_of_college','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',0,0,0,0,0,0,0,126,'Abroad','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,7205,'1','0','1','0','0','0','0','0','0','0','0','0','5','4','0','1',16,5,'0','Head_Householder',35,'Female','White','Divorced','4','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',18,44,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',7205,7205,0,0,0,0,0,84,'Same_state_countydifferent_house','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,135,8045,'1','0','1','0','1','0','1','0','0','0','0','0','2','0','0','1',99,99,'0','Child',3,'Male','White','Never_married_single','No_children','Yes_in_school','None_or_preschool','Church-related_(1980)','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,160,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,262,24005,'1','1','1','1','1','0','1','2','0','1','0','0','5','0','0','1',99,99,'2','Child',2,'Female','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,276,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,325,18005,'1','0','1','0','1','0','1','0','0','0','0','0','2','0','0','1',99,99,'0','Child',11,'Female','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',999999,999999,999999,999999,99999,99999,99999,358,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,262,11005,'1','0','0','0','0','0','0','0','0','0','0','0','1','0','0','1',99,99,'0','Head_Householder',21,'Female','White','Never_married_single','No_children','No_not_in_school','Grade_12','Public_school','Employed','Yes_in_labor_force',25,44,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',11005,11005,0,0,0,0,0,290,'Same_state_countydifferent_house','1','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,500,26910,'1','1','1','1','2','0','1','1','0','1','0','0','5','0','0','1',99,99,'2','Child',15,'Male','White','Never_married_single','No_children','Yes_in_school','Grade_5-8','Public_school','Employed','Yes_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',0,999999,999999,999999,0,0,0,309,'Same_state_countydifferent_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',112500,0,39520,'1','1','1','1','2','0','1','1','0','1','0','0','6','0','0','1',99,99,'3','Child',20,'Male','White','Never_married_single','No_children','Yes_in_school','1_to_3_years_of_college','Public_school','Employed','Yes_in_labor_force',24,47,'Works_for_wages_salary','50-52_weeks','40_hours','Yes',6005,6005,0,0,0,0,0,393,'Same_house','0','No_Service','2'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Rented',999999,145,9105,'1','0','0','0','0','0','0','0','0','0','0','0','2','0','0','1',99,99,'1','Sibling',82,'Female','White','Widowed','No_children','No_not_in_school','Grade_5-8','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',4830,0,0,0,3265,1565,0,207,'Same_house','0','No_Service','1'
'98','HH_in_1970_definition_but_sampled_as_larger_unit','NA_(household)','Non-Farm','Owned_or_being_bought_(loan)',37500,0,4810,'1','1','0','0','0','0','0','0','0','0','2','1','2','0','0','1',99,99,'0','Head_Householder',72,'Male','White','Married_spouse_present','No_children','No_not_in_school','4+_years_of_college','Public_school','Not_in_labor_force','No_not_in_labor_force',0,0,'Works_for_wages_salary','50-52_weeks','40_hours','No',2405,0,0,0,2405,0,0,109,'Same_house','7','No_Service','1'
